GeneID	Gene_name	Start	End	Strand	Expression	Gene_description	OperonID
Y75_p0579	fepD	620408	621412	-	39,3641791	iron-enterobactin transporter subunit	173785
Y75_p0582	entC	624108	625283	+	4,242346939	isochorismate synthase 1	173786
Y75_p0583	entE	625293	626903	+	2,027932961	enterobactin synthase multienzyme complex 2,3-dihydroxybenzoate-AMP ligase	173786
Y75_p0584	entB	626917	627774	+	1,391608392	isochorismatase	173786
Y75_p0585	entA	627774	628520	+	3,184738956	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	173786
Y75_p0586	ybdB	628523	628936	+	2,429951691	hypothetical protein	173786
Y75_p0591	ybdM	633970	634599	-	2,701587302	hypothetical protein	173787
Y75_p0592	ybdN	634572	635792	-	1,540540541	hypothetical protein	173787
Y75_p0601	citT	644340	645803	-	1,507513661	citrate:succinate antiporter	173788
Y75_p0602	citG	645854	646732	-	0,955631399	triphosphoribosyl-dephospho-CoA transferase	173788
Y75_p0603	citX	646707	647258	-	0,85326087	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	173788
Y75_p0604	citF	647262	648794	-	0,422700587	citrate lyase, citrate-ACP transferase (alpha) subunit	173788
Y75_p0605	citE	648805	649713	-	1,210121012	citrate lyase, citryl-ACP lyase (beta) subunit	173788
Y75_p0606	citD	649710	650006	-	1,424242424	citrate lyase, acyl carrier (gamma) subunit	173788
Y75_p0607	citC	650021	651079	-	2,23796034	citrate lyase synthetase	173788
Y75_p0608	citA	651458	653116	+	4,057263412	sensory histidine kinase in two-component regulatory system with citB	173789
Y75_p0609	citB	653085	653765	+	3,672540382	DNA-binding response regulator in two-component regulatory system with citA	173789
Y75_p0615	ybeH	659575	659802	+	3,638324873	hypothetical protein	173790
Y75_p0616	ybeM	659799	660362	+	3,638324873	C-N hydrolase superfamily amidase/nitrilase	173790
Y75_p0620	lipB	663181	663822	-	22,32242991	lipoyl-protein ligase	173791
Y75_p0621	ybeD	663923	664186	-	31,33712121	hypothetical protein	173791
Y75_p0623	rlpA	665646	666734	-	48,8815427	minor lipoprotein	173792
Y75_p0624	mrdB	666745	667857	-	33,4851752	cell wall shape-determining protein	173792
Y75_p0625	mrdA	667860	669761	-	37,28864353	transpeptidase involved in peptidoglycan synthesis	173792
Y75_p0626	ybeA	669792	670259	-	52,72863248	hypothetical protein	173792
Y75_p0627	ybeB	670263	670580	-	55,39937107	hypothetical protein	173792
Y75_p0628	cobC	670840	671451	-	29,20424837	alpha-ribazole-5'-P phosphatase	173793
Y75_p0629	nadD	671475	672116	-	30,43146417	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	173793
Y75_p0630	holA	672118	673149	-	39,98062016	DNA polymerase III subunit delta	173793
Y75_p0631	rlpB	673149	673730	-	68,5	minor lipoprotein	173793
Y75_p0632	leuS	673745	676327	-	41,70886566	leucyl-tRNA synthetase	173793
Y75_p0635	ybeR	678255	678962	+	0,579096045	hypothetical protein	173794
Y75_p0636	djlB	678959	680386	+	2,672969188	chaperone	173794
Y75_p0638	ybeU	681052	681759	+	1,144067797	tRNA ligase	173795
Y75_p0639	djlC	681756	683207	+	1,630165289	Hsc56 co-chaperone of HscC	173795
Y75_p0641	rihA	685021	685956	-	6,641025641	ribonucleoside hydrolase 1	173796
Y75_p0642	gltL	686074	686799	-	8,276859504	glutamate and aspartate transporter subunit	173796
Y75_p0643	gltK	686799	687473	-	8,368888889	glutamate and aspartate transporter subunit	173796
Y75_p0644	gltJ	687473	688213	-	14,84345479	glutamate and aspartate transporter subunit	173796
Y75_p0647	lnt	690887	692425	-	34,27940221	apolipoprotein N-acyltransferase	173797
Y75_p0648	ybeX	692450	693328	-	36,43230944	ion transport protein	173797
Y75_p0649	ybeY	693418	693885	-	18,98290598	hypothetical protein	173797
Y75_p0650	ybeZ	693882	694961	-	17,85398655	hypothetical protein	173797
Y75_p0654	nagD	701118	701870	-	33,05843293	UMP phosphatase	173798
Y75_p0655	nagC	701918	703138	-	28,37919738	DNA-binding transcriptional dual regulator	173798
Y75_p0656	nagA	703147	704295	-	18,40818103	N-acetylglucosamine-6-phosphate deacetylase	173798
Y75_p0657	nagB	704355	705155	-	7,676654182	glucosamine-6-phosphate deaminase	173798
Y75_p0660	ybfM	709878	711284	+	2,39800995	outer membrane porin	173799
Y75_p0661	ybfN	711334	711660	+	10,21100917	lipoprotein	173799
Y75_p0666	seqA	714531	715076	+	46,3992674	regulatory protein for replication initiation	173800
Y75_p0667	pgm	715102	716742	+	35,2242535	phosphoglucomutase	173800
Y75_p0669	ybfG	717491	717901	-	1,708141321	hypothetical protein	173801
Y75_p0670	ybfH	717932	718141	-	1,708141321	hypothetical protein	173801
Y75_p0671	potE	718490	719809	-	1,720454545	putrescine/proton symporter	173802
Y75_p0672	speF	719806	722004	-	1,428831287	ornithine decarboxylase isozyme, inducible	173802
Y75_p0673	kdpE	722600	723277	-	8,705014749	DNA-binding response regulator in two-component regulatory system with KdpD	173803
Y75_p0674	kdpD	723274	725958	-	4,922160149	fused sensory histidine kinase in two-component regulatory system with KdpE	173803
Y75_p0675	kdpC	725951	726523	-	2,492146597	potassium translocating ATPase, subunit C	173803
Y75_p0676	kdpB	726532	728580	-	0,649097121	potassium translocating ATPase, subunit B	173803
Y75_p0677	kdpA	728603	730276	-	0,352449223	potassium translocating ATPase, subunit A	173803
Y75_p0678	kdpF	730276	730365	-	0,2	potassium ion accessory transporter subunit	173803
Y75_p0680	rhsC	731127	735320	+	3,072484502	rhsC element core protein RshC	173804
Y75_p0681	ybfB	735320	735646	+	0,993883792	inner membrane protein	173804
Y75_p0682	ybfO	735764	737197	+	3,182117028	hypothetical protein	173805
Y75_p0683	ybfC	737194	737763	+	1,596491228	hypothetical protein	173805
Y75_p0687	ybgA	740545	741054	+	2,109803922	hypothetical protein	173806
Y75_p0688	phr	741051	742469	+	3,202959831	deoxyribodipyrimidine photolyase, FAD-binding	173806
Y75_p0690	ybgI	744371	745114	+	11,31182796	metal-binding protein	173807
Y75_p0691	ybgJ	745137	745793	+	14,37747336	hypothetical protein	173807
Y75_p0692	ybgK	745787	746719	+	14,19399786	hypothetical protein	173807
Y75_p0693	ybgL	746709	747443	+	21,43537415	lactam utilization protein	173807
Y75_p0694	nei	747479	748270	+	22,33333333	endonuclease VIII	173807
Y75_p0696	ybgO	749465	750526	-	3,394538606	fimbrial-like adhesin protein	173808
Y75_p0697	ybgP	750523	751251	-	2,633744856	assembly protein	173808
Y75_p0698	ybgQ	751266	753713	-	1,200980392	outer membrane protein	173808
Y75_p0699	ybgD	753773	754339	-	2,329805996	fimbrial-like adhesin protein	173808
Y75_p0701	sdhC	756721	757110	+	551,8974359	succinate dehydrogenase, membrane subunit, binds cytochrome b556	173809
Y75_p0702	sdhD	757104	757451	+	235,6408046	succinate dehydrogenase, membrane subunit, binds cytochrome b556	173809
Y75_p0703	sdhA	757451	759217	+	239,9734012	succinate dehydrogenase, flavoprotein subunit	173809
Y75_p0704	sdhB	759233	759949	+	312,3514644	succinate dehydrogenase, FeS subunit	173809
Y75_p0705	sucA	760250	763051	+	201,8586724	2-oxoglutarate decarboxylase, thiamin-requiring	173810
Y75_p0706	sucB	763066	764283	+	163,5853859	dihydrolipoyltranssuccinase	173810
Y75_p0707	sucC	764558	765724	+	138,2313625	succinyl-CoA synthetase subunit beta	173811
Y75_p0708	sucD	765724	766593	+	105,2586207	succinyl-CoA synthetase subunit alpha	173811
Y75_p0710	mngA	767528	769504	+	0,500758725	PTS system 2-O-a-mannosyl-D-glycerate-specific transporter subunits IIABC	173812
Y75_p0711	mngB	769522	772155	+	1,847000759	alpha-mannosidase	173812
Y75_p0712	cydA	773002	774570	+	9,944550669	cytochrome d terminal oxidase, subunit I	173813
Y75_p0713	cydB	774586	775725	+	10,36578947	cytochrome d terminal oxidase, subunit II	173813
Y75_p0714	ybgT	775740	775853	+	11,26315789	hypothetical protein	173813
Y75_p0715	ybgE	775853	776146	+	43,22108844	inner membrane protein	173813
Y75_p0716	ybgC	776296	776700	+	60,59753086	acyl-CoA thioesterase	173814
Y75_p0717	tolQ	776697	777389	+	36,71717172	membrane spanning protein in TolA-TolQ-TolR complex	173814
Y75_p0718	tolR	777393	777821	+	53,04195804	membrane spanning protein in TolA-TolQ-TolR complex	173814
Y75_p0719	tolA	777886	779151	+	44,25987362	membrane anchored protein in TolA-TolQ-TolR complex	173814
Y75_p0720	tolB	779284	780576	+	69,29543697	hypothetical protein	173815
Y75_p0721	pal	780611	781132	+	58,51340996	peptidoglycan-associated outer membrane lipoprotein	173815
Y75_p0722	ybgF	781142	781933	+	144,2171717	hypothetical protein	173815
Y75_p0723	nadA	783629	784672	+	5,328544061	quinolinate synthase, subunit A	173816
Y75_p0724	pnuC	784710	785429	+	5,930555556	nicotinamide mononucleotide transporter	173816
Y75_p0729	galM	789341	790381	-	26,38232469	galactose-1-epimerase	173817
Y75_p0730	galK	790375	791523	-	16,52741514	galactokinase	173817
Y75_p0731	galT	791527	792573	-	15,6895893	galactose-1-phosphate uridylyltransferase	173817
Y75_p0732	galE	792583	793599	-	48,3480826	UDP-galactose-4-epimerase	173817
Y75_p0746	ybhB	808977	809453	-	6,509433962	kinase inhibitor	173821
Y75_p0747	bioA	809512	810801	-	2,343410853	7,8-diaminopelargonic acid synthase, PLP-dependent	173821
Y75_p0748	bioB	810888	811928	+	2,285302594	biotin synthase	173822
Y75_p0749	bioF	811925	813079	+	2,046753247	8-amino-7-oxononanoate synthase	173822
Y75_p0750	bioC	813066	813821	+	1,317460317	methltransferase, enzyme of biotin synthesis	173822
Y75_p0751	bioD	813814	814491	+	1,497050147	dethiobiotin synthetase	173822
Y75_p0754	moaA	818588	819577	+	63,95252525	molybdopterin biosynthesis protein A	173823
Y75_p0755	moaB	819599	820111	+	16,13255361	molybdopterin biosynthesis protein B	173823
Y75_p0756	moaC	820114	820599	+	12,7654321	molybdopterin biosynthesis, protein C	173823
Y75_p0757	moaD	820592	820837	+	17,16666667	molybdopterin synthase, small subunit	173823
Y75_p0758	moaE	820839	821291	+	18,25165563	molybdopterin synthase, large subunit	173823
Y75_p0761	ybhN	823086	824042	-	3,764890282	inner membrane protein	173824
Y75_p0762	ybhO	824042	825283	-	1,099838969	cardiolipin synthase 2	173824
Y75_p0763	ybhP	825280	826041	-	0,800524934	DNase	173824
Y75_p0765	ybhR	826546	827652	-	12,633243	transporter subunit	173825
Y75_p0766	ybhS	827663	828796	-	6,819223986	transporter subunit	173825
Y75_p0767	ybhF	828789	830525	-	6,052964882	ABC transporter ATP-binding protein	173825
Y75_p0768	ybhG	830518	831516	-	4,94994995	membrane fusion protein (MFP) component of efflux pump, membrane anchor	173825
Y75_p0769	ybiH	831516	832187	-	11,89434524	DNA-binding transcriptional regulator	173825
Y75_p0772	dinG	834614	836764	+	11,27754533	ATP-dependent DNA helicase	173826
Y75_p0773	ybiB	836792	837754	+	10,66666667	transferase/phosphorylase	173826
Y75_p0776	ybiI	839734	840000	-	8,655430712	hypothetical protein	173827
Y75_p0777	ybiX	840074	840751	-	4,473451327	hypothetical protein	173827
Y75_p0778	fiu	840793	843075	-	2,922908454	iron outer membrane transporter	173827
Y75_p0782	glnQ	847285	848007	-	7,77593361	glutamine transporter subunit	173828
Y75_p0783	glnP	848004	848663	-	7,63030303	glutamine transporter subunit	173828
Y75_p0784	glnH	848802	849548	-	7,947791165	glutamine transporter subunit	173828
Y75_p0790	mntR	854727	855194	+	36,97222222	transcriptional regulator of mntH	173829
Y75_p0791	ybiR	855191	856309	+	23,54155496	transporter	173829
Y75_p0796	ybiW	861718	864150	-	2,86189889	pyruvate formate lyase	173830
Y75_p0797	ybiY	864156	865082	-	1,122222222	pyruvate formate lyase activating enzyme	173830
Y75_p0799	moeB	865924	866673	-	16,13066667	molybdopterin synthase sulfurylase	173831
Y75_p0800	moeA	866673	867908	-	12,35436893	molybdopterin biosynthesis protein	173831
Y75_p0801	iaaA	868112	869077	+	9,560041408	L-asparaginase	173832
Y75_p0802	yliA	869097	870935	+	9,775106838	peptide ABC transporter ATP-binding protein	173832
Y75_p0803	yliB	870955	872493	+	9,831708902	peptide transporter subunit	173832
Y75_p0804	yliC	872511	873431	+	11,36264929	peptide transporter subunit	173832
Y75_p0805	yliD	873434	874345	+	8,833333333	peptide transporter subunit	173832
Y75_p0806	yliE	874523	876871	+	5,079182631	inner membrane protein	173833
Y75_p0807	yliF	876879	878207	+	12,84349135	diguanylate cyclase	173833
Y75_p0813	deoR	883520	884278	-	50,14361001	DNA-binding transcriptional repressor	173834
Y75_p0814	ybjG	884336	884932	-	41,55276382	undecaprenyl pyrophosphate phosphatase	173834
Y75_p0817	ybjI	886860	887675	-	7,24754902	hypothetical protein	173835
Y75_p0818	ybjJ	887675	888883	-	4,904880066	transporter	173835
Y75_p0823	ybjC	892457	892744	+	12,98958333	inner membrane protein	173836
Y75_p0824	nfsA	892728	893450	+	9,336099585	nitroreductase A, NADPH-dependent, FMN-dependent	173836
Y75_p0825	rimK	893511	894413	+	18,03211517	ribosomal protein S6 modification protein	173836
Y75_p0827	potF	895328	896440	+	2,213836478	putrescine transporter subunit	173837
Y75_p0828	potG	896535	897668	+	1,860670194	putrescine transporter subunit	173837
Y75_p0829	potH	897678	898631	+	2,01572327	putrescine transporter subunit	173837
Y75_p0830	potI	898628	899473	+	2,68321513	putrescine transporter subunit	173837
Y75_p0831	ybjO	899533	900021	+	13,32924335	inner membrane protein	173837
Y75_p0832	rumB	900062	901189	+	9,605496454	23S rRNA m(5)U747 methyltransferase	173837
Y75_p0834	artM	902410	903078	-	10,69955157	arginine transporter subunit	173838
Y75_p0835	artQ	903078	903794	-	18,62064156	arginine transporter subunit	173838
Y75_p0836	artI	903801	904532	-	8,666666667	arginine transporter subunit	173838
Y75_p0837	artP	904550	905278	-	10,9739369	arginine transporter subunit	173838
Y75_p0839	ybjQ	906137	906460	+	11,89814815	hypothetical protein	173839
Y75_p0840	ybjR	906457	907287	+	16,42960289	amidase and lipoprotein	173839
Y75_p0841	ybjS	907284	908297	-	21,20019724	NAD(P)H oxidoreductase with NAD(P)-binding Rossmann-fold domain	173840
Y75_p0842	ybjT	908396	909826	-	11,12578616	hypothetical protein	173840
Y75_p0843	ltaE	909837	910838	-	10,06287425	L-allo-threonine aldolase, PLP-dependent	173840
Y75_p0844	poxB	910875	912593	-	0,823152996	pyruvate dehydrogenase (pyruvate oxidase), thiamin-dependent, FAD-binding	173840
Y75_p0845	hcr	912726	913694	-	1,245614035	HCP oxidoreductase	173841
Y75_p0846	hcp	913706	915358	-	0,709618875	hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases	173841
Y75_p0851	macA	920779	921894	+	3,671146953	macrolide transporter subunit, membrane fusion protein (MFP) component	173842
Y75_p0852	macB	921891	923837	+	5,073959938	macrolide ABC transporter ATP-binding protein/membrane protein	173842
Y75_p0854	clpS	924457	924777	+	161,0031153	regulatory protein for ClpA substrate-specificity	173843
Y75_p0855	clpA	924808	927084	+	48,07685551	ATPase and-specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity	173843
Y75_p0857	aat	928272	928976	-	27,51347518	leucyl/phenylalanyl-tRNA-protein transferase	173844
Y75_p0858	cydC	929018	930739	-	11,53716609	fused cysteine transporter subunits and membrane component and ATP-binding component of ABC superfamily	173844
Y75_p0859	cydD	930740	932506	-	10,44934918	fused cysteine transporter subunits and membrane component and ATP-binding component of ABC superfamily	173844
Y75_p0863	lolA	938913	939527	+	29,11437909	chaperone for lipoproteins	173845
Y75_p0864	ycaJ	939538	940881	+	22,58482143	recombination protein	173845
Y75_p0865	serS	940972	942264	+	53,82057231	seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine	173845
Y75_p0866	dmsA	942503	944947	+	1,520245399	dimethyl sulfoxide reductase, anaerobic, subunit A	173846
Y75_p0867	dmsB	944958	945575	+	1,987055016	dimethyl sulfoxide reductase, anaerobic, subunit B	173846
Y75_p0868	dmsC	945577	946440	+	1,667824074	dimethyl sulfoxide reductase, anaerobic, subunit C	173846
Y75_p0875	pflB	952816	955098	-	15,67893123	pyruvate formate lyase I	173847
Y75_p0876	focA	955153	956010	-	10,69230769	formate transporter	173847
Y75_p0879	serC	959197	960285	+	26,77134986	3-phosphoserine/phosphohydroxythreonine aminotransferase	173848
Y75_p0880	aroA	960356	961639	+	13,65498442	5-enolpyruvylshikimate-3-phosphate synthetase	173848
Y75_p0882	cmk	962745	963428	+	33,97660819	cytidylate kinase	173849
Y75_p0883	rpsA	963539	965212	+	168,6158901	30S ribosomal protein S1	173849
Y75_p0885	ycaI	965864	968128	+	4,402649007	inner membrane protein	173850
Y75_p0886	msbA	968165	969913	+	32,99771298	lipid ABC transporter ATP-binding protein/membrane protein	173850
Y75_p0887	lpxK	969910	970896	+	33,66362715	lipid A 4'kinase	173850
Y75_p0888	ycaQ	970933	972165	+	16,70235199	hypothetical protein	173850
Y75_p0889	ycaR	972217	972399	+	35,43715847	hypothetical protein	173850
Y75_p0890	kdsB	972396	973142	+	27,3038822	3-deoxy-manno-octulosonate cytidylyltransferase	173850
Y75_p0893	smtA	975081	975866	+	21,98982188	S-adenosylmethionine-dependent methyltransferase	173851
Y75_p0894	mukF	975863	977185	+	30,83144369	Involved in chromosome partioning, Ca2+ binding protein	173851
Y75_p0895	mukE	977193	977870	+	33,65106383	protein involved in chromosome partitioning	173851
Y75_p0896	mukB	977870	982330	+	27,75521184	chromosome partitioning proteins	173851
Y75_p0898	ycbK	984619	985167	+	73,83788707	hypothetical protein	173852
Y75_p0899	ycbL	985194	985841	+	65,25	metal-binding enzyme	173852
Y75_p0905	ssuB	994821	995588	-	7,510416667	alkanesulfonate transporter subunit	173853
Y75_p0906	ssuC	995585	996376	-	0,277777778	alkanesulfonate transporter subunit	173853
Y75_p0907	ssuD	996387	997532	-	0,34904014	alkanesulfonate monooxygenase, FMNH(2)-dependent	173853
Y75_p0908	ssuA	997529	998488	-	0,402083333	alkanesulfonate transporter subunit	173853
Y75_p0909	ssuE	998481	999056	-	1,859375	NAD(P)H-dependent FMN reductase	173853
Y75_p0911	ycbR	1000034	1000735	+	1,41025641	periplasmic pilin chaperone	173854
Y75_p0912	ycbS	1000760	1003360	+	1,491733948	outer membrane usher protein	173854
Y75_p0913	ycbT	1003351	1004421	+	4,12605042	fimbrial-like adhesin protein	173854
Y75_p0914	ycbU	1004433	1004975	+	2,331491713	fimbrial-like adhesin protein	173854
Y75_p0915	ycbV	1004983	1005498	+	2,490310078	fimbrial-like adhesin protein	173854
Y75_p0916	ycbF	1005491	1006201	+	8,58931083	periplasmic pilini chaperone	173854
Y75_p0920	ycbY	1009388	1011496	+	17,8188715	methyltransferase	173855
Y75_p0921	uup	1011508	1013415	+	17,90618449	ABC transporter ATP-binding protein	173855
Y75_p0922	pqiA	1013545	1014798	+	27,24561404	paraquat-inducible membrane protein A	173856
Y75_p0923	pqiB	1014803	1016443	+	14,29006703	paraquat-inducible protein B	173856
Y75_p0924	ymbA	1016455	1017003	+	17,25886525	hypothetical protein	173856
Y75_p0926	fabA	1017496	1018014	-	75,00963391	beta-hydroxydecanoyl thioester dehydrase	173857
Y75_p0927	ycbZ	1018083	1019843	-	25,08858603	peptidase	173857
Y75_p0932	yccS	1023274	1025427	-	12,17084494	inner membrane protein	173858
Y75_p0933	yccF	1025446	1025892	-	10,84340045	inner membrane protein	173858
Y75_p0938	yccV	1029948	1030265	-	49,00314465	DNA-binding protein, hemimethylated	173859
Y75_p0939	yccW	1030323	1031426	-	12,54072208	methyltransferase	173859
Y75_p0943	hyaA	1033683	1034801	+	1,054512958	hydrogenase 1, small subunit	173860
