TU_ID	Gene_name	Start	End	Strand	Expression	Gene_description
2094	yjjQ-bglJ	4609121	4610639	+	100	yjjQ-bglJ
2095	fhuF	4610677	4611496	-	100	fhuF
2096	fhuF	4610677	4611554	-	100	fhuF
2097	yjjZ	4611579	4611842	+	100	yjjZ
2098	leuQPV	4611881	4612234	-	100	leuQPV
2099	holD-rimI-yjjG	4613583	4615125	+	100	holD-rimI-yjjG
2100	osmY	4616955	4617803	+	100	osmY
2101	deoCABD	4622481	4627461	+	100	deoCABD
2102	deoCABD	4623080	4627461	+	100	deoCABD
2103	deoBD	4625369	4627461	+	100	deoBD
2104	ytjB-lplA	4628903	4630601	-	100	ytjB-lplA
2105	serB-radA	4630658	4633096	+	100	serB-radA
2106	slt	4636502	4638472	+	100	slt
2107	trpR	4638506	4638946	+	100	trpR
2108	creABC	4641045	4643922	+	100	creABC
2109	rob	4640243	4641155	-	100	rob
2110	creABCD	4641279	4645374	+	100	creABCD
2111	creD	4643962	4645374	+	100	creD
2112	arcA	4645341	4646310	-	100	arcA
2113	arcA	4645341	4646314	-	100	arcA
2114	arcA	4645341	4646337	-	100	arcA
2115	arcA	4645341	4646401	-	100	arcA
2116	arcA	4645341	4646483	-	100	arcA
2117	arcA	4645341	4646490	-	100	arcA
2118	arcA	4645341	4646603	-	100	arcA
2119	gltI-sroC-gltJKL	686074	689291	-	100	gltI-sroC-gltJKL
2120	garD	3276259	3277830	+	100	garD
2121	gudPXD	2917823	2921878	-	100	gudPXD
2122	pdxA-rsmA-apaGH	50380	53416	-	100	pdxA-rsmA-apaGH
2123	pdxA-rsmA	51609	53416	-	100	pdxA-rsmA
2124	ccmABCDEFGH	2295814	2302100	-	100	ccmABCDEFGH
2125	fimB	4546759	4547361	+	100	fimB
2126	surA-pdxA-rsmA-apaGH	50380	54702	-	100	surA-pdxA-rsmA-apaGH
2127	ldcC	209679	211820	+	100	ldcC
2128	gatR_2	2174654	2174992	-	100	gatR_2
2129	rtcR	4081672	4083270	-	100	rtcR
2130	rplL	3456878	3457243	-	100	rplL
2131	allR	532235	533050	+	100	allR
2132	yjcS	4309213	4311198	-	100	yjcS
2133	fliDST	2007131	2009337	+	100	fliDST
2134	yhiL	4007079	4008317	+	100	yhiL
2135	yffB-dapE-ypfN	2591025	2592740	+	100	yffB-dapE-ypfN
2136	hypF	2834951	2837203	-	100	hypF
2137	dcd	2144893	2145474	-	100	dcd
2138	trkA	4203644	4205020	-	100	trkA
2139	yehS	2216182	2216652	-	100	yehS
2140	mnmA	1195366	1196472	-	100	mnmA
2141	yfcD	2425202	2425744	-	100	yfcD
2142	hda	2617853	2618554	-	100	hda
2143	folX-yfcH	2427893	2429169	+	100	folX-yfcH
2144	fumE-yggC	3073754	3074973	-	100	fumE-yggC
2145	tsaB-yeaY	1892787	1894103	-	100	tsaB-yeaY
2146	yfhL	2699441	2699701	+	100	yfhL
2147	deoR	883520	884278	-	100	deoR
2148	yacG	111649	111846	-	100	yacG
2149	ydeQ	1589656	1590570	-	100	ydeQ
2150	yfcE	2425802	2426356	-	100	yfcE
2151	aspU	228928	229004	+	100	aspU
2152	pgsA	1995528	1996076	-	100	pgsA
2153	pdxY	1717862	1718725	-	100	pdxY
2154	yhfK	4152645	4154747	-	100	yhfK
2155	insN-2	4512999	4513265	+	100	insN-2
2156	yegW	2186491	2187237	-	100	yegW
2157	pspE	1372525	1372839	+	100	pspE
2158	yajO	436385	437359	-	100	yajO
2159	nrdG	4465702	4466166	-	100	nrdG
2160	fucR	2939146	2939877	+	100	fucR
2161	aceK	4223308	4225044	+	100	aceK
2162	yadC	149715	150953	-	100	yadC
2163	glxK	541112	542257	+	100	glxK
2164	gcvP	3045904	3048819	-	100	gcvP
2165	rrfG	228756	228875	+	100	rrfG
2166	cysH	2887356	2888090	-	100	cysH
2167	argQ	2817562	2817638	-	100	argQ
2168	cadA	4362270	4364417	-	100	cadA
2169	csgC	1106324	1106656	+	100	csgC
2170	ybjN	894501	894977	+	100	ybjN
2171	dhaM	1250395	1251813	-	100	dhaM
2172	ubiX	2434598	2435194	-	100	ubiX
2173	yjfKLMC	4417104	4419993	+	100	yjfKLMC
2174	yjiXA	4593711	4594881	-	100	yjiXA
2175	lacYA	360436	362403	-	100	lacYA
2176	lacYA	360364	362403	-	100	lacYA
2177	rfbACX	2111596	2114278	-	100	rfbACX
2178	rrlH-rrfH	225759	228875	+	100	rrlH-rrfH
2179	waaZU	3841341	3843298	+	100	waaZU
2180	rrlB-rrfB	3466000	3469162	-	100	rrlB-rrfB
2181	rrlB-rrfB	3465841	3469162	-	100	rrlB-rrfB
2182	caiCDE	34781	37824	-	100	caiCDE
2183	rrlE-rrfE	4214755	4217871	+	100	rrlE-rrfE
2184	nuoMN	2395797	2398833	-	100	nuoMN
2185	mreCD	3399364	3400955	-	100	mreCD
2186	rrlA-rrfA	3597167	3600284	-	100	rrlA-rrfA
2187	ykfGH-yafW-ykfI	262552	263956	-	100	ykfGH-yafW-ykfI
2188	glcBA	3119375	3123583	-	100	glcBA
2189	deoABD	4624031	4627404	+	100	deoABD
2190	menDHBCE	2379440	2385051	-	100	menDHBCE
2191	yaiA-aroM	406203	407329	+	100	yaiA-aroM
2192	alsBACE	4313583	4317842	-	100	alsBACE
2193	tyrV-tpr	1289708	1290027	-	100	tyrV-tpr
2194	pspBCDE	1371637	1372839	+	100	pspBCDE
2195	tdcBCDEFG	3258063	3262255	-	100	tdcBCDEFG
2196	phnLMNOP	4320144	4323695	-	100	phnLMNOP
2197	yjiT	4578216	4579733	+	100	yjiT
2198	glnW-metU-glnVX	697936	698374	-	100	glnW-metU-glnVX
2199	yafU	238746	239084	-	100	yafU
2200	yehR	2215681	2216142	+	100	yehR
2201	ydeO	1585762	1586523	-	100	ydeO
2202	yiaA	3914176	3914613	+	100	yiaA
2203	yccE	1065580	1066836	+	100	yccE
2204	yrdA	4211748	4212302	-	100	yrdA
2205	yjhIHG	4527929	4531605	-	100	yjhIHG
2206	ypjM_1M_2	2772614	2772936	-	100	ypjM_1M_2
2207	yrfG-hslR	4111789	4112869	-	100	yrfG-hslR
2208	yibA	3874358	3875200	-	100	yibA
2209	casDE12	2878347	2880826	-	100	casDE12
2210	osmF-yehYXW	2220201	2223937	-	100	osmF-yehYXW
2211	hspQ	1029948	1030265	-	100	hspQ
2212	hfq-hflXKC	4406090	4410106	+	100	hfq-hflXKC
2213	tsaE-amiB-mutL-miaA-hfq-hflXKC	4401387	4410106	+	100	tsaE-amiB-mutL-miaA-hfq-hflXKC
